customer_id,date,consumption_kwh,temperature_c,peak_load_kwh,load_factor,is_weekend,is_holiday,is_anomaly
CUST_00001,2023-02-13,1452.034,25.73,139.669,0.4332,0,0,0
CUST_00001,2023-02-14,1442.59,24.5,127.201,0.4725,0,0,0
CUST_00001,2023-02-15,1458.027,26.25,134.329,0.4523,0,0,0
CUST_00001,2023-02-16,1536.84,27.12,140.916,0.4544,0,0,0
CUST_00001,2023-02-17,1466.19,25.79,129.251,0.4727,0,0,0
CUST_00001,2023-02-18,2119.004,27.25,188.893,0.4674,1,0,1
CUST_00001,2023-02-19,800.678,26.92,73.967,0.451,1,0,0
CUST_00001,2023-02-20,1485.31,27.09,142.865,0.4332,0,0,0
CUST_00001,2023-02-21,1529.034,27.94,131.062,0.4861,0,0,0
CUST_00001,2023-02-22,1289.212,28.56,126.514,0.4246,0,0,0
CUST_00001,2023-02-23,1425.724,26.22,130.689,0.4546,0,0,0
CUST_00001,2023-02-24,1411.761,26.42,126.734,0.4641,0,0,0
CUST_00001,2023-02-25,767.59,27.5,65.546,0.4879,1,0,0
CUST_00001,2023-02-26,793.191,27.45,69.021,0.4788,1,0,0
CUST_00001,2023-02-27,1655.278,26.61,163.155,0.4227,0,0,0
CUST_00001,2023-02-28,1379.628,27.1,114.761,0.5009,0,0,0
CUST_00001,2023-03-01,,27.37,137.056,0.4868,0,0,0
CUST_00001,2023-03-02,1289.393,27.44,124.724,0.4307,0,0,0
CUST_00001,2023-03-03,1453.814,27.61,141.305,0.4287,0,0,0
CUST_00001,2023-03-04,834.448,28.61,75.036,0.4634,1,0,0
CUST_00001,2023-03-05,864.565,27.58,80.309,0.4486,1,0,0
CUST_00001,2023-03-06,1591.009,27.31,146.898,0.4513,0,0,0
CUST_00001,2023-03-07,1604.975,26.68,133.096,0.5024,0,0,0
CUST_00001,2023-03-08,1470.807,27.43,145.553,0.421,0,0,0
CUST_00001,2023-03-09,1460.733,27.97,141.046,0.4315,0,0,0
CUST_00001,2023-03-10,1625.025,28.25,137.348,0.493,0,0,0
CUST_00001,2023-03-11,825.618,27.56,78.759,0.4368,1,0,0
CUST_00001,2023-03-12,754.755,27.04,61.31,0.5129,1,0,0
CUST_00001,2023-03-13,1393.132,26.72,116.465,0.4984,0,0,0
CUST_00001,2023-03-14,1422.832,27.44,134.496,0.4408,0,0,0
CUST_00001,2023-03-15,1600.788,28.75,158.182,0.4217,0,0,0
CUST_00001,2023-03-16,1560.882,29.52,133.863,0.4858,0,0,0
CUST_00001,2023-03-17,1632.479,28.97,154.547,0.4401,0,0,0
CUST_00001,2023-03-18,823.75,28.06,78.951,0.4347,1,0,0
CUST_00001,2023-03-19,865.776,27.98,81.187,0.4443,1,0,0
CUST_00001,2023-03-20,1636.073,29.25,143.579,0.4748,0,0,0
CUST_00001,2023-03-21,1523.096,28.02,141.313,0.4491,0,0,0
CUST_00001,2023-03-22,1054.676,29.07,96.169,0.457,0,1,0
CUST_00001,2023-03-23,1485.9,28.3,142.474,0.4346,0,0,0
CUST_00001,2023-03-24,1526.895,27.76,150.301,0.4233,0,0,0
CUST_00001,2023-03-25,840.398,29.07,81.007,0.4323,1,0,0
CUST_00001,2023-03-26,785.698,28.46,67.422,0.4856,1,0,0
CUST_00001,2023-03-27,1644.849,27.67,154.884,0.4425,0,0,0
CUST_00001,2023-03-28,1527.071,29.78,126.287,0.5038,0,0,0
CUST_00001,2023-03-29,1591.694,28.93,142.254,0.4662,0,0,0
CUST_00001,2023-03-30,1654.814,29.93,162.802,0.4235,0,0,0
CUST_00001,2023-03-31,1653.965,29.76,142.823,0.4825,0,0,0
CUST_00001,2023-04-01,927.005,28.11,78.641,0.4912,1,0,0
CUST_00001,2023-04-02,875.035,28.47,85.886,0.4245,1,0,0
CUST_00001,2023-04-03,1552.485,28.95,145.397,0.4449,0,0,0
CUST_00001,2023-04-04,1599.891,29.64,142.973,0.4663,0,0,0
CUST_00001,2023-04-05,1395.598,28.71,115.12,0.5051,0,0,0
CUST_00001,2023-04-06,1429.422,29.49,138.692,0.4294,0,0,0
CUST_00001,2023-04-07,941.414,27.94,90.212,0.4348,0,1,0
CUST_00001,2023-04-08,821.35,29.85,77.07,0.444,1,0,0
CUST_00001,2023-04-09,922.847,30.04,88.521,0.4344,1,0,0
CUST_00001,2023-04-10,1510.939,29.26,144.29,0.4363,0,0,0
CUST_00001,2023-04-11,1582.556,30.53,146.477,0.4502,0,0,0
CUST_00001,2023-04-12,1804.802,29.35,160.121,0.4696,0,0,0
CUST_00001,2023-04-13,1591.103,30.5,140.063,0.4733,0,0,0
CUST_00001,2023-04-14,1737.444,29.14,150.921,0.4797,0,0,0
CUST_00001,2023-04-15,836.392,28.6,73.881,0.4717,1,0,0
CUST_00001,2023-04-16,890.548,28.83,86.588,0.4285,1,0,0
CUST_00001,2023-04-17,1523.635,28.78,130.397,0.4869,0,0,0
CUST_00001,2023-04-18,1606.841,29.33,148.43,0.4511,0,0,0
CUST_00001,2023-04-19,1765.477,29.75,151.559,0.4854,0,0,0
CUST_00001,2023-04-20,1427.898,30.27,139.531,0.4264,0,0,0
CUST_00001,2023-04-21,1116.085,29.02,99.151,0.469,0,1,0
CUST_00001,2023-04-22,605.417,28.92,55.788,0.4522,1,1,0
CUST_00001,2023-04-23,871.855,30.16,71.543,0.5078,1,0,0
CUST_00001,2023-04-24,1473.871,28.61,131.241,0.4679,0,0,0
CUST_00001,2023-04-25,1678.639,28.57,164.628,0.4249,0,0,0
CUST_00001,2023-04-26,1600.489,29.9,147.238,0.4529,0,0,0
CUST_00001,2023-04-27,1704.655,29.43,151.237,0.4696,0,0,0
CUST_00001,2023-04-28,1678.601,31.83,149.182,0.4688,0,0,0
CUST_00001,2023-04-29,1041.029,29.67,91.962,0.4717,1,0,0
CUST_00001,2023-04-30,906.221,29.69,84.688,0.4459,1,0,0
CUST_00001,2023-05-01,1003.686,30.42,96.228,0.4346,0,1,0
CUST_00001,2023-05-02,1707.934,29.51,141.062,0.5045,0,0,0
CUST_00001,2023-05-03,1715.339,31.31,159.766,0.4474,0,0,0
CUST_00001,2023-05-04,1870.991,29.41,164.522,0.4738,0,0,0
CUST_00001,2023-05-05,1802.129,30.32,155.586,0.4826,0,0,0
CUST_00001,2023-05-06,956.592,29.5,85.853,0.4643,1,0,0
CUST_00001,2023-05-07,1039.929,29.71,90.581,0.4784,1,0,0
CUST_00001,2023-05-08,1533.102,30.31,135.327,0.472,0,0,0
CUST_00001,2023-05-09,1608.967,30.24,131.749,0.5088,0,0,0
CUST_00001,2023-05-10,1571.417,30.72,148.362,0.4413,0,0,0
CUST_00001,2023-05-11,1645.664,30.43,143.351,0.4783,0,0,0
CUST_00001,2023-05-12,1512.755,29.83,138.033,0.4566,0,0,0
CUST_00001,2023-05-13,983.242,29.42,93.422,0.4385,1,0,0
CUST_00001,2023-05-14,919.723,30.84,82.216,0.4661,1,0,0
CUST_00001,2023-05-15,1503.191,29.58,135.427,0.4625,0,0,0
CUST_00001,2023-05-16,1566.242,31.03,155.052,0.4209,0,0,0
CUST_00001,2023-05-17,1748.562,31.17,169.919,0.4288,0,0,0
CUST_00001,2023-05-18,1183.771,31.24,103.18,0.478,0,1,0
CUST_00001,2023-05-19,1980.431,28.87,194.617,0.424,0,0,0
CUST_00001,2023-05-20,1158.718,30.01,104.711,0.4611,1,0,0
CUST_00001,2023-05-21,971.265,30.33,82.465,0.4907,1,0,0
CUST_00001,2023-05-22,1574.614,30.68,137.679,0.4765,0,0,0
CUST_00001,2023-05-23,1418.856,30.32,120.041,0.4925,0,0,0
CUST_00001,2023-05-24,1747.856,30.89,142.84,0.5099,0,0,0
CUST_00001,2023-05-25,1600.4,29.29,151.782,0.4393,0,0,0
CUST_00001,2023-05-26,1655.279,31.09,155.009,0.4449,0,0,0
CUST_00001,2023-05-27,895.783,29.72,82.713,0.4513,1,0,0
CUST_00001,2023-05-28,931.47,31.13,90.063,0.4309,1,0,0
CUST_00001,2023-05-29,1859.218,31.75,158.544,0.4886,0,0,0
CUST_00001,2023-05-30,1734.838,30.47,144.483,0.5003,0,0,0
CUST_00001,2023-05-31,1691.687,31.02,159.923,0.4408,0,0,0
CUST_00001,2023-06-01,1021.487,31.91,90.134,0.4722,0,1,0
CUST_00001,2023-06-02,1483.911,29.23,139.595,0.4429,0,0,0
CUST_00001,2023-06-03,905.704,29.54,85.788,0.4399,1,0,0
CUST_00001,2023-06-04,609.851,30.8,54.531,0.466,1,1,0
CUST_00001,2023-06-05,1955.322,29.77,191.209,0.4261,0,0,0
CUST_00001,2023-06-06,1730.613,30.82,163.579,0.4408,0,0,0
CUST_00001,2023-06-07,1847.049,30.93,152.66,0.5041,0,0,0
CUST_00001,2023-06-08,1643.627,30.63,142.561,0.4804,0,0,0
CUST_00001,2023-06-09,1549.291,30.97,132.116,0.4886,0,0,0
CUST_00001,2023-06-10,868.391,29.78,78.627,0.4602,1,0,0
CUST_00001,2023-06-11,886.137,30.79,81.21,0.4547,1,0,0
CUST_00001,2023-06-12,2000.849,29.77,191.158,0.4361,0,0,0
CUST_00001,2023-06-13,1596.687,31.09,150.126,0.4432,0,0,0
CUST_00001,2023-06-14,1822.77,30.84,147.918,0.5135,0,0,0
CUST_00001,2023-06-15,1583.995,29.19,132.022,0.4999,0,0,0
CUST_00001,2023-06-16,1833.563,31.43,150.527,0.5075,0,0,0
CUST_00001,2023-06-17,966.856,30.76,84.869,0.4747,1,0,0
CUST_00001,2023-06-18,925.642,29.92,89.377,0.4315,1,0,0
CUST_00001,2023-06-19,1697.668,30.74,155.893,0.4537,0,0,0
CUST_00001,2023-06-20,1612.881,29.57,151.323,0.4441,0,0,0
CUST_00001,2023-06-21,1761.487,32.15,152.103,0.4825,0,0,0
CUST_00001,2023-06-22,1637.626,30.8,149.977,0.455,0,0,0
CUST_00001,2023-06-23,1531.617,31.75,129.371,0.4933,0,0,0
CUST_00001,2023-06-24,837.772,31.09,77.757,0.4489,1,0,0
CUST_00001,2023-06-25,945.227,30.27,90.681,0.4343,1,0,0
CUST_00001,2023-06-26,1907.587,30.78,160.801,0.4943,0,0,0
CUST_00001,2023-06-27,1713.677,30.26,150.899,0.4732,0,0,0
CUST_00001,2023-06-28,1674.303,30.72,152.376,0.4578,0,0,0
CUST_00001,2023-06-29,1122.696,29.87,106.184,0.4405,0,1,0
CUST_00001,2023-06-30,1863.061,29.43,176.937,0.4387,0,0,0
CUST_00001,2023-07-01,942.999,30.57,83.553,0.4703,1,0,0
CUST_00001,2023-07-02,895.254,32.04,88.182,0.423,1,0,0
CUST_00001,2023-07-03,1829.88,29.77,170.88,0.4462,0,0,0
CUST_00001,2023-07-04,1736.669,29.29,149.086,0.4854,0,0,0
CUST_00001,2023-07-05,1883.035,29.67,169.656,0.4625,0,0,0
CUST_00001,2023-07-06,1699.417,28.62,147.144,0.4812,0,0,0
CUST_00001,2023-07-07,3373.168,31.61,333.037,0.422,0,0,1
CUST_00001,2023-07-08,818.181,29.42,75.771,0.4499,1,0,0
CUST_00001,2023-07-09,1038.653,29.36,92.128,0.4698,1,0,0
CUST_00001,2023-07-10,1895.495,30.53,162.029,0.4874,0,0,0
CUST_00001,2023-07-11,1639.504,29.41,159.207,0.4291,0,0,0
CUST_00001,2023-07-12,1610.026,29.62,151.736,0.4421,0,0,0
CUST_00001,2023-07-13,1852.338,30.05,172.742,0.4468,0,0,0
CUST_00001,2023-07-14,1509.237,28.86,138.453,0.4542,0,0,0
CUST_00001,2023-07-15,844.222,30.88,82.213,0.4279,1,0,0
CUST_00001,2023-07-16,954.575,32.08,78.828,0.5046,1,0,0
CUST_00001,2023-07-17,1595.919,31.04,138.955,0.4785,0,0,0
CUST_00001,2023-07-18,1644.525,29.58,160.124,0.4279,0,0,0
CUST_00001,2023-07-19,1620.935,29.53,154.544,0.437,0,0,0
CUST_00001,2023-07-20,1683.854,29.68,148.44,0.4727,0,0,0
CUST_00001,2023-07-21,1820.986,29.48,158.869,0.4776,0,0,0
CUST_00001,2023-07-22,905.088,28.08,77.793,0.4848,1,0,0
CUST_00001,2023-07-23,943.152,28.91,84.562,0.4647,1,0,0
CUST_00001,2023-07-24,1360.822,29.91,133.236,0.4256,0,0,0
CUST_00001,2023-07-25,1618.424,29.26,143.119,0.4712,0,0,0
CUST_00001,2023-07-26,1512.275,29.87,131.821,0.478,0,0,0
CUST_00001,2023-07-27,1460.728,28.63,120.139,0.5066,0,0,0
CUST_00001,2023-07-28,1501.896,30.08,136.509,0.4584,0,0,0
CUST_00001,2023-07-29,862.997,28.45,73.374,0.4901,1,0,0
CUST_00001,2023-07-30,949.758,29.5,82.201,0.4814,1,0,0
CUST_00001,2023-07-31,1435.29,29.23,120.175,0.4976,0,0,0
CUST_00001,2023-08-01,1606.29,28.15,145.55,0.4598,0,0,0
CUST_00001,2023-08-02,1537.087,28.81,133.579,0.4795,0,0,0
CUST_00001,2023-08-03,1553.823,30.67,126.699,0.511,0,0,0
CUST_00001,2023-08-04,1719.979,28.45,143.804,0.4984,0,0,0
CUST_00001,2023-08-05,911.466,28.12,74.513,0.5097,1,0,0
CUST_00001,2023-08-06,965.234,29.12,84.196,0.4777,1,0,0
CUST_00001,2023-08-07,1562.307,29.4,153.042,0.4253,0,0,0
CUST_00001,2023-08-08,1490.467,27.48,136.817,0.4539,0,0,0
CUST_00001,2023-08-09,,28.7,277.773,0.4515,0,0,1
CUST_00001,2023-08-10,1601.709,27.3,140.47,0.4751,0,0,0
CUST_00001,2023-08-11,1589.778,28.17,137.423,0.482,0,0,0
CUST_00001,2023-08-12,785.586,27.92,66.047,0.4956,1,0,0
CUST_00001,2023-08-13,864.421,28.52,82.505,0.4365,1,0,0
CUST_00001,2023-08-14,1585.143,27.78,146.881,0.4497,0,0,0
CUST_00001,2023-08-15,1865.82,28.07,170.842,0.4551,0,0,0
CUST_00001,2023-08-16,1781.973,28.54,152.35,0.4874,0,0,0
CUST_00001,2023-08-17,936.081,27.19,84.161,0.4634,0,1,0
CUST_00001,2023-08-18,1506.447,28.44,137.184,0.4576,0,0,0
CUST_00001,2023-08-19,746.938,29.27,72.158,0.4313,1,0,0
CUST_00001,2023-08-20,804.033,29.28,79.401,0.4219,1,0,0
CUST_00001,2023-08-21,1569.259,28.66,147.651,0.4428,0,0,0
CUST_00001,2023-08-22,1674.117,28.28,141.175,0.4941,0,0,0
CUST_00001,2023-08-23,1434.196,27.84,125.827,0.4749,0,0,0
CUST_00001,2023-08-24,1439.718,28.62,118.51,0.5062,0,0,0
CUST_00001,2023-08-25,1255.085,29.22,108.164,0.4835,0,0,0
CUST_00001,2023-08-26,820.552,28.22,80.54,0.4245,1,0,0
CUST_00001,2023-08-27,758.782,28.7,67.279,0.4699,1,0,0
CUST_00001,2023-08-28,1440.219,27.77,122.829,0.4886,0,0,0
CUST_00001,2023-08-29,1394.85,28.04,134.497,0.4321,0,0,0
CUST_00001,2023-08-30,1484.954,28.75,141.653,0.4368,0,0,0
CUST_00001,2023-08-31,1282.535,27.93,115.188,0.4639,0,0,0
CUST_00001,2023-09-01,1313.847,27.45,114.658,0.4775,0,0,0
CUST_00001,2023-09-02,955.684,26.94,86.083,0.4626,1,0,0
CUST_00001,2023-09-03,730.588,27.19,64.415,0.4726,1,0,0
CUST_00001,2023-09-04,1347.423,27.03,124.053,0.4526,0,0,0
CUST_00001,2023-09-05,1689.674,27.05,154.361,0.4561,0,0,0
CUST_00001,2023-09-06,1810.84,28.74,170.308,0.443,0,0,0
CUST_00001,2023-09-07,1328.172,27.74,130.205,0.425,0,0,0
CUST_00001,2023-09-08,1418.649,26.66,124.568,0.4745,0,0,0
CUST_00001,2023-09-09,823.756,26.37,73.468,0.4672,1,0,0
CUST_00001,2023-09-10,910.359,27.45,82.374,0.4605,1,0,0
CUST_00001,2023-09-11,1335.812,27.18,113.098,0.4921,0,0,0
CUST_00001,2023-09-12,1418.151,27.07,125.852,0.4695,0,0,0
CUST_00001,2023-09-13,1532.492,27.63,145.305,0.4394,0,0,0
CUST_00001,2023-09-14,1489.07,26.51,131.602,0.4715,0,0,0
CUST_00001,2023-09-15,1392.093,27.84,134.747,0.4305,0,0,0
CUST_00001,2023-09-16,778.931,26.73,68.031,0.4771,1,0,0
CUST_00001,2023-09-17,698.945,26.17,61.567,0.473,1,0,0
CUST_00001,2023-09-18,1397.042,26.13,118.027,0.4932,0,0,0
CUST_00001,2023-09-19,1390.241,26.28,132.328,0.4378,0,0,0
CUST_00001,2023-09-20,1443.187,27.5,126.187,0.4765,0,0,0
CUST_00001,2023-09-21,1350.463,24.94,115.444,0.4874,0,0,0
CUST_00001,2023-09-22,1462.825,25.89,133.531,0.4565,0,0,0
CUST_00001,2023-09-23,835.994,26.4,77.708,0.4483,1,0,0
CUST_00001,2023-09-24,780.979,26.31,75.648,0.4302,1,0,0
CUST_00001,2023-09-25,1438.366,27.07,116.988,0.5123,0,0,0
CUST_00001,2023-09-26,1401.433,26.86,118.039,0.4947,0,0,0
CUST_00001,2023-09-27,1392.039,26.58,117.198,0.4949,0,0,0
CUST_00001,2023-09-28,850.481,25.44,84.09,0.4214,0,1,0
CUST_00001,2023-09-29,1420.249,25.16,130.29,0.4542,0,0,0
CUST_00001,2023-09-30,754.073,25.35,65.683,0.4784,1,0,0
CUST_00001,2023-10-01,885.101,25.74,80.914,0.4558,1,0,0
CUST_00001,2023-10-02,1548.22,26.78,145.549,0.4432,0,0,0
CUST_00001,2023-10-03,1414.199,26.45,134.669,0.4376,0,0,0
CUST_00001,2023-10-04,1285.061,25.13,111.581,0.4799,0,0,0
CUST_00001,2023-10-05,1243.886,24.22,106.037,0.4888,0,0,0
CUST_00001,2023-10-06,1492.032,25.31,129.522,0.48,0,0,0
CUST_00001,2023-10-07,763.211,26.55,75.481,0.4213,1,0,0
CUST_00001,2023-10-08,774.442,26.11,70.871,0.4553,1,0,0
CUST_00001,2023-10-09,1164.109,25.92,99.806,0.486,0,0,0
CUST_00001,2023-10-10,1450.075,24.9,118.68,0.5091,0,0,0
CUST_00001,2023-10-11,1395.909,25.71,116.351,0.4999,0,0,0
CUST_00001,2023-10-12,1224.615,25.5,102.653,0.4971,0,0,0
CUST_00001,2023-10-13,1290.53,25.42,112.274,0.4789,0,0,0
CUST_00001,2023-10-14,751.58,25.17,73.781,0.4244,1,0,0
CUST_00001,2023-10-15,737.594,24.51,68.751,0.447,1,0,0
CUST_00001,2023-10-16,1301.569,24.7,127.207,0.4263,0,0,0
CUST_00001,2023-10-17,1319.0,24.86,127.563,0.4308,0,0,0
CUST_00001,2023-10-18,1300.593,25.83,122.236,0.4433,0,0,0
CUST_00001,2023-10-19,1340.905,24.83,119.959,0.4657,0,0,0
CUST_00001,2023-10-20,1477.818,25.49,121.681,0.506,0,0,0
CUST_00001,2023-10-21,1170.956,24.64,97.751,0.4991,1,0,1
CUST_00001,2023-10-22,710.73,25.0,61.242,0.4835,1,0,0
CUST_00001,2023-10-23,1333.348,25.93,126.136,0.4404,0,0,0
CUST_00001,2023-10-24,1343.499,23.91,123.159,0.4545,0,0,0
CUST_00001,2023-10-25,,24.61,117.905,0.4492,0,0,0
CUST_00001,2023-10-26,1124.054,24.95,93.549,0.5007,0,0,0
CUST_00001,2023-10-27,3229.684,24.03,273.213,0.4925,0,0,1
CUST_00001,2023-10-28,816.001,24.99,67.866,0.501,1,0,0
CUST_00001,2023-10-29,627.947,24.39,59.559,0.4393,1,0,0
CUST_00001,2023-10-30,1389.178,25.52,120.591,0.48,0,0,0
CUST_00001,2023-10-31,1263.305,24.06,103.617,0.508,0,0,0
CUST_00001,2023-11-01,1289.125,23.86,106.328,0.5052,0,0,0
CUST_00001,2023-11-02,1184.652,24.65,108.444,0.4552,0,0,0
CUST_00001,2023-11-03,1257.245,24.52,120.928,0.4332,0,0,0
CUST_00001,2023-11-04,783.328,23.74,67.526,0.4833,1,0,0
CUST_00001,2023-11-05,741.635,24.91,62.579,0.4938,1,0,0
CUST_00001,2023-11-06,1465.066,25.65,124.709,0.4895,0,0,0
CUST_00001,2023-11-07,1406.228,25.13,118.285,0.4954,0,0,0
CUST_00001,2023-11-08,1328.757,25.01,122.546,0.4518,0,0,0
CUST_00001,2023-11-09,1461.107,24.77,129.698,0.4694,0,0,0
CUST_00001,2023-11-10,1325.814,24.1,122.41,0.4513,0,0,0
CUST_00001,2023-11-11,750.344,23.36,63.19,0.4948,1,0,0
CUST_00001,2023-11-12,686.356,22.64,62.057,0.4608,1,0,0
CUST_00001,2023-11-13,1283.846,24.49,108.947,0.491,0,0,0
CUST_00001,2023-11-14,1204.723,23.42,113.076,0.4439,0,0,0
CUST_00001,2023-11-15,1375.764,26.22,120.199,0.4769,0,0,0
CUST_00001,2023-11-16,1153.753,26.49,109.246,0.44,0,0,0
CUST_00001,2023-11-17,1352.552,25.61,110.408,0.5104,0,0,0
CUST_00001,2023-11-18,688.932,24.76,57.58,0.4985,1,0,0
CUST_00001,2023-11-19,764.664,24.65,69.51,0.4584,1,0,0
CUST_00001,2023-11-20,1346.75,24.21,128.834,0.4356,0,0,0
CUST_00001,2023-11-21,1454.69,23.31,142.393,0.4257,0,0,0
CUST_00001,2023-11-22,1343.324,25.59,124.74,0.4487,0,0,0
CUST_00001,2023-11-23,1109.032,25.1,100.09,0.4617,0,0,0
CUST_00001,2023-11-24,1261.289,25.23,104.017,0.5052,0,0,0
CUST_00001,2023-11-25,631.84,24.73,56.54,0.4656,1,0,0
CUST_00001,2023-11-26,668.114,24.2,60.703,0.4586,1,0,0
CUST_00001,2023-11-27,1420.183,23.83,122.925,0.4814,0,0,0
CUST_00001,2023-11-28,1331.386,24.03,131.236,0.4227,0,0,0
CUST_00001,2023-11-29,1195.794,24.27,97.892,0.509,0,0,0
CUST_00001,2023-11-30,1163.809,25.72,101.077,0.4798,0,0,0
CUST_00001,2023-12-01,1269.813,24.61,121.42,0.4357,0,0,0
CUST_00001,2023-12-02,628.795,23.2,52.873,0.4955,1,0,0
CUST_00001,2023-12-03,659.244,25.01,62.539,0.4392,1,0,0
CUST_00001,2023-12-04,1298.422,24.4,105.755,0.5116,0,0,0
CUST_00001,2023-12-05,1384.143,25.26,130.919,0.4405,0,0,0
CUST_00001,2023-12-06,1329.059,24.0,123.367,0.4489,0,0,0
CUST_00001,2023-12-07,1035.331,24.96,99.611,0.4331,0,0,0
CUST_00001,2023-12-08,1299.017,23.57,126.022,0.4295,0,0,0
CUST_00001,2023-12-09,701.772,25.0,60.495,0.4834,1,0,0
CUST_00001,2023-12-10,721.175,26.14,59.072,0.5087,1,0,0
CUST_00001,2023-12-11,1434.017,25.24,134.106,0.4455,0,0,0
CUST_00001,2023-12-12,1060.814,24.08,88.405,0.5,0,0,0
CUST_00001,2023-12-13,1211.169,23.1,106.298,0.4748,0,0,0
CUST_00001,2023-12-14,1332.246,23.18,127.225,0.4363,0,0,0
CUST_00001,2023-12-15,1111.93,23.01,101.94,0.4545,0,0,0
CUST_00001,2023-12-16,783.406,22.34,76.794,0.4251,1,0,0
CUST_00001,2023-12-17,721.897,25.35,67.707,0.4443,1,0,0
CUST_00001,2023-12-18,1362.473,24.48,119.844,0.4737,0,0,0
CUST_00001,2023-12-19,1218.857,24.07,112.985,0.4495,0,0,0
CUST_00001,2023-12-20,1361.626,24.28,123.481,0.4595,0,0,0
CUST_00001,2023-12-21,1389.054,22.97,113.69,0.5091,0,0,0
CUST_00001,2023-12-22,2253.585,24.19,197.189,0.4762,0,0,1
CUST_00001,2023-12-23,,26.36,65.466,0.4573,1,0,0
CUST_00001,2023-12-24,721.389,23.46,68.588,0.4382,1,0,0
CUST_00001,2023-12-25,777.783,23.66,64.042,0.506,0,1,0
CUST_00001,2023-12-26,1271.755,24.6,104.644,0.5064,0,0,0
CUST_00001,2023-12-27,1272.857,24.45,113.317,0.468,0,0,0
CUST_00001,2023-12-28,1329.851,24.68,119.805,0.4625,0,0,0
CUST_00001,2023-12-29,1395.376,25.11,119.98,0.4846,0,0,0
CUST_00001,2023-12-30,651.354,24.74,53.592,0.5064,1,0,0
CUST_00001,2023-12-31,705.518,24.26,65.756,0.4471,1,0,0
CUST_00001,2024-01-01,943.436,26.75,88.387,0.4447,0,1,0
CUST_00001,2024-01-02,1222.322,24.82,103.55,0.4918,0,0,0
CUST_00001,2024-01-03,1216.052,24.52,102.957,0.4921,0,0,0
CUST_00001,2024-01-04,1324.876,25.19,129.179,0.4273,0,0,0
