customer_id,customer_type,tariff_class,daya_terpasang_va,tarif_rp_per_kwh,region,base_consumption_kwh,tanggal_pasang
CUST_00054,Bisnis Kecil,B1,5500,1444,Palembang,222.56,2018-03-20
CUST_00055,Bisnis Kecil,B1,5500,1444,Semarang,573.01,2022-01-31
CUST_00056,Industri Kecil,I1,13900,1444,Jakarta,1099.19,2019-04-21
CUST_00057,Rumah Tangga,R1/2200VA,2200,1444,Bandung,298.79,2022-03-20
CUST_00058,Rumah Tangga,R2/5500VA,5500,1699,Makassar,482.95,2016-04-29
CUST_00059,Rumah Tangga,R1/900VA,900,1352,Makassar,84.15,2018-07-02
CUST_00060,Rumah Tangga,R1/900VA,900,1352,Palembang,87.68,2017-06-17
CUST_00061,Bisnis Kecil,B1,5500,1444,Surabaya,391.46,2017-03-26
CUST_00062,Rumah Tangga,R1/2200VA,2200,1444,Denpasar,219.95,2017-10-09
CUST_00063,Rumah Tangga,R2/5500VA,5500,1699,Medan,309.29,2018-06-10
CUST_00064,Bisnis Menengah,B2,41500,1699,Palembang,838.76,2016-02-23
CUST_00065,Bisnis Kecil,B1,5500,1444,Bandung,578.51,2021-05-11
CUST_00066,Rumah Tangga,R2/5500VA,5500,1699,Jakarta,466.91,2019-12-13
CUST_00067,Rumah Tangga,R2/5500VA,5500,1699,Jakarta,678.94,2022-06-17
CUST_00068,Rumah Tangga,R1/1300VA,1300,1444,Surabaya,94.54,2021-05-05
CUST_00069,Rumah Tangga,R1/900VA,900,1352,Denpasar,89.9,2016-05-04
CUST_00070,Rumah Tangga,R1/2200VA,2200,1444,Jakarta,167.77,2015-08-18
CUST_00071,Rumah Tangga,R1/900VA,900,1352,Surabaya,62.79,2018-10-20
CUST_00072,Rumah Tangga,R1/1300VA,1300,1444,Jakarta,74.51,2019-04-30
CUST_00073,Industri Kecil,I1,13900,1444,Denpasar,407.06,2017-02-28
CUST_00074,Rumah Tangga,R1/1300VA,1300,1444,Semarang,207.53,2022-01-13
CUST_00075,Rumah Tangga,R1/900VA,900,1352,Palembang,68.94,2020-03-25
CUST_00076,Rumah Tangga,R1/1300VA,1300,1444,Semarang,161.22,2021-09-23
CUST_00077,Rumah Tangga,R1/1300VA,1300,1444,Semarang,139.75,2015-12-25
CUST_00078,Bisnis Kecil,B1,5500,1444,Palembang,330.2,2022-05-01
CUST_00079,Rumah Tangga,R2/5500VA,5500,1699,Jakarta,489.35,2016-11-08
CUST_00080,Industri Kecil,I1,13900,1444,Palembang,468.52,2019-01-12
CUST_00081,Bisnis Kecil,B1,5500,1444,Semarang,594.87,2018-12-14
CUST_00082,Rumah Tangga,R1/1300VA,1300,1444,Semarang,192.75,2022-05-19
CUST_00083,Industri Kecil,I1,13900,1444,Medan,967.45,2017-06-28
CUST_00084,Rumah Tangga,R1/900VA,900,1352,Palembang,82.19,2017-03-01
CUST_00085,Rumah Tangga,R1/900VA,900,1352,Medan,53.76,2018-01-20
CUST_00086,Rumah Tangga,R1/900VA,900,1352,Jakarta,122.86,2018-03-31
CUST_00087,Bisnis Menengah,B2,41500,1699,Denpasar,1248.64,2016-08-19
CUST_00088,Rumah Tangga,R1/2200VA,2200,1444,Bandung,131.52,2016-08-02
CUST_00089,Rumah Tangga,R1/900VA,900,1352,Jakarta,70.82,2017-01-29
CUST_00090,Rumah Tangga,R1/2200VA,2200,1444,Makassar,302.73,2019-03-16
CUST_00091,Rumah Tangga,R1/900VA,900,1352,Bandung,96.04,2018-02-01
CUST_00092,Bisnis Kecil,B1,5500,1444,Palembang,487.88,2018-07-11
CUST_00093,Rumah Tangga,R1/2200VA,2200,1444,Medan,302.54,2021-06-20
CUST_00094,Rumah Tangga,R1/1300VA,1300,1444,Jakarta,101.79,2017-03-02
CUST_00095,Rumah Tangga,R1/1300VA,1300,1444,Denpasar,208.57,2023-03-08
CUST_00096,Bisnis Kecil,B1,5500,1444,Makassar,347.1,2021-10-05
CUST_00097,Rumah Tangga,R1/1300VA,1300,1444,Surabaya,165.85,2016-07-27
CUST_00098,Rumah Tangga,R1/900VA,900,1352,Semarang,40.21,2017-10-27
CUST_00099,Rumah Tangga,R1/900VA,900,1352,Makassar,129.4,2016-08-25
CUST_00100,Sosial,S2,3500,1352,Jakarta,169.89,2017-06-15
CUST_00101,Industri Menengah,I2,200000,1115,Palembang,1497.9,2018-04-15
CUST_00102,Bisnis Kecil,B1,5500,1444,Medan,356.22,2016-03-05
CUST_00103,Rumah Tangga,R1/1300VA,1300,1444,Semarang,89.35,2015-02-17
CUST_00104,Sosial,S2,3500,1352,Denpasar,128.74,2018-12-12
CUST_00105,Bisnis Menengah,B2,41500,1699,Makassar,1801.34,2021-04-21
CUST_00106,Bisnis Menengah,B2,41500,1699,Semarang,1346.56,2017-09-22
CUST_00107,Rumah Tangga,R1/2200VA,2200,1444,Surabaya,332.03,2022-09-27
CUST_00108,Rumah Tangga,R1/1300VA,1300,1444,Bandung,117.87,2018-04-28
CUST_00109,Rumah Tangga,R1/900VA,900,1352,Medan,105.36,2023-02-07
CUST_00110,Industri Menengah,I2,200000,1115,Palembang,3413.28,2017-02-14
CUST_00111,Rumah Tangga,R1/2200VA,2200,1444,Makassar,271.79,2019-11-07
CUST_00112,Rumah Tangga,R1/900VA,900,1352,Surabaya,93.97,2021-11-11
CUST_00113,Rumah Tangga,R1/1300VA,1300,1444,Palembang,140.92,2015-07-13
CUST_00114,Rumah Tangga,R2/5500VA,5500,1699,Palembang,677.53,2023-05-14
CUST_00115,Rumah Tangga,R1/900VA,900,1352,Denpasar,70.84,2018-04-13
CUST_00116,Industri Kecil,I1,13900,1444,Surabaya,459.51,2019-06-24
CUST_00117,Bisnis Menengah,B2,41500,1699,Semarang,1888.38,2020-08-26
CUST_00118,Bisnis Menengah,B2,41500,1699,Makassar,2207.41,2020-10-13
CUST_00119,Rumah Tangga,R1/2200VA,2200,1444,Medan,129.26,2015-03-19
CUST_00120,Bisnis Kecil,B1,5500,1444,Medan,352.33,2022-10-19
CUST_00121,Rumah Tangga,R2/5500VA,5500,1699,Jakarta,651.62,2020-08-10
CUST_00122,Bisnis Kecil,B1,5500,1444,Surabaya,487.33,2023-12-26
CUST_00123,Rumah Tangga,R1/900VA,900,1352,Makassar,129.26,2019-03-29
CUST_00124,Rumah Tangga,R1/1300VA,1300,1444,Denpasar,149.71,2020-07-08
CUST_00125,Rumah Tangga,R1/900VA,900,1352,Palembang,99.4,2018-12-19
CUST_00126,Rumah Tangga,R1/2200VA,2200,1444,Bandung,189.57,2023-01-01
CUST_00127,Rumah Tangga,R1/1300VA,1300,1444,Semarang,212.13,2022-06-27
CUST_00128,Rumah Tangga,R1/900VA,900,1352,Jakarta,72.97,2023-03-04
CUST_00129,Rumah Tangga,R1/900VA,900,1352,Semarang,106.47,2019-07-15
CUST_00130,Rumah Tangga,R2/5500VA,5500,1699,Surabaya,431.41,2022-02-12
CUST_00131,Rumah Tangga,R1/900VA,900,1352,Medan,90.56,2018-03-24
CUST_00132,Industri Besar,I3/I4,1000000,997,Semarang,15516.52,2019-02-23
CUST_00133,Rumah Tangga,R2/5500VA,5500,1699,Medan,479.02,2021-11-02
CUST_00134,Rumah Tangga,R1/1300VA,1300,1444,Palembang,206.06,2015-09-24
CUST_00135,Rumah Tangga,R2/5500VA,5500,1699,Makassar,438.69,2021-05-22
CUST_00136,Rumah Tangga,R1/900VA,900,1352,Denpasar,98.24,2015-02-21
CUST_00137,Sosial,S2,3500,1352,Semarang,189.56,2020-03-22
CUST_00138,Rumah Tangga,R1/2200VA,2200,1444,Surabaya,213.88,2019-04-17
CUST_00139,Industri Kecil,I1,13900,1444,Palembang,696.05,2019-03-20
CUST_00140,Rumah Tangga,R1/900VA,900,1352,Medan,51.32,2019-06-12
CUST_00141,Rumah Tangga,R1/2200VA,2200,1444,Makassar,141.1,2019-06-05
CUST_00142,Rumah Tangga,R1/2200VA,2200,1444,Bandung,273.52,2018-08-31
CUST_00143,Industri Besar,I3/I4,1000000,997,Jakarta,14488.28,2019-01-22
CUST_00144,Rumah Tangga,R2/5500VA,5500,1699,Makassar,548.31,2020-02-10
CUST_00145,Rumah Tangga,R1/2200VA,2200,1444,Bandung,124.55,2021-11-12
CUST_00146,Rumah Tangga,R1/1300VA,1300,1444,Denpasar,118.98,2019-12-19
CUST_00147,Rumah Tangga,R1/1300VA,1300,1444,Palembang,99.67,2020-10-11
CUST_00148,Rumah Tangga,R1/2200VA,2200,1444,Semarang,298.97,2022-07-11
CUST_00149,Rumah Tangga,R1/2200VA,2200,1444,Semarang,317.94,2023-11-25
CUST_00150,Rumah Tangga,R1/900VA,900,1352,Makassar,62.2,2015-12-23
CUST_00151,Industri Kecil,I1,13900,1444,Jakarta,901.06,2021-05-30
CUST_00152,Industri Menengah,I2,200000,1115,Medan,1820.94,2017-01-09
CUST_00153,Rumah Tangga,R1/900VA,900,1352,Medan,64.76,2016-10-08
CUST_00154,Rumah Tangga,R2/5500VA,5500,1699,Denpasar,312.39,2022-02-18
CUST_00155,Rumah Tangga,R1/900VA,900,1352,Bandung,65.52,2015-08-14
CUST_00156,Bisnis Kecil,B1,5500,1444,Medan,453.63,2022-08-17
CUST_00157,Rumah Tangga,R1/1300VA,1300,1444,Surabaya,206.55,2021-12-06
CUST_00158,Bisnis Kecil,B1,5500,1444,Bandung,241.14,2023-12-12
CUST_00159,Bisnis Menengah,B2,41500,1699,Jakarta,1629.95,2021-01-03
CUST_00160,Bisnis Menengah,B2,41500,1699,Surabaya,1932.64,2022-11-07
CUST_00161,Rumah Tangga,R1/900VA,900,1352,Jakarta,125.76,2016-01-25
CUST_00162,Industri Menengah,I2,200000,1115,Jakarta,4128.29,2023-01-02
CUST_00163,Rumah Tangga,R1/1300VA,1300,1444,Surabaya,108.27,2016-06-10
CUST_00164,Rumah Tangga,R1/900VA,900,1352,Bandung,96.29,2017-10-29
CUST_00165,Rumah Tangga,R2/5500VA,5500,1699,Makassar,394.22,2016-02-26
CUST_00166,Rumah Tangga,R1/1300VA,1300,1444,Jakarta,216.42,2018-08-12
CUST_00167,Industri Kecil,I1,13900,1444,Surabaya,659.71,2021-09-26
CUST_00168,Industri Kecil,I1,13900,1444,Medan,916.88,2017-05-30
CUST_00169,Rumah Tangga,R1/1300VA,1300,1444,Denpasar,73.48,2022-05-24
CUST_00170,Sosial,S2,3500,1352,Semarang,208.02,2020-06-14
CUST_00171,Rumah Tangga,R1/1300VA,1300,1444,Denpasar,201.27,2020-08-28
CUST_00172,Rumah Tangga,R1/2200VA,2200,1444,Surabaya,260.35,2023-06-11
CUST_00173,Rumah Tangga,R1/1300VA,1300,1444,Medan,136.59,2018-11-19
CUST_00174,Industri Besar,I3/I4,1000000,997,Medan,18975.0,2018-02-06
CUST_00175,Rumah Tangga,R1/900VA,900,1352,Denpasar,116.86,2023-12-12
CUST_00176,Rumah Tangga,R1/900VA,900,1352,Denpasar,69.0,2020-01-04
CUST_00177,Rumah Tangga,R1/2200VA,2200,1444,Denpasar,245.25,2020-07-11
CUST_00178,Pemerintah,P1,13900,1699,Palembang,887.79,2017-08-31
CUST_00179,Industri Menengah,I2,200000,1115,Makassar,4234.57,2016-12-08
CUST_00180,Bisnis Menengah,B2,41500,1699,Makassar,1234.81,2016-07-11
CUST_00181,Industri Menengah,I2,200000,1115,Denpasar,2372.18,2017-01-04
CUST_00182,Industri Menengah,I2,200000,1115,Surabaya,5580.82,2016-10-03
CUST_00183,Rumah Tangga,R1/2200VA,2200,1444,Surabaya,332.49,2021-09-18
CUST_00184,Rumah Tangga,R1/1300VA,1300,1444,Denpasar,196.5,2015-07-10
CUST_00185,Bisnis Menengah,B2,41500,1699,Medan,2458.59,2020-08-29
CUST_00186,Bisnis Kecil,B1,5500,1444,Bandung,485.25,2023-07-16
CUST_00187,Rumah Tangga,R1/1300VA,1300,1444,Makassar,184.7,2021-11-19
CUST_00188,Rumah Tangga,R1/900VA,900,1352,Surabaya,108.63,2018-08-16
CUST_00189,Bisnis Menengah,B2,41500,1699,Denpasar,1513.15,2015-07-15
CUST_00190,Rumah Tangga,R1/1300VA,1300,1444,Denpasar,138.47,2022-07-03
CUST_00191,Industri Besar,I3/I4,1000000,997,Surabaya,7843.62,2015-01-11
CUST_00192,Rumah Tangga,R1/1300VA,1300,1444,Makassar,166.72,2021-02-16
CUST_00193,Rumah Tangga,R1/900VA,900,1352,Denpasar,66.04,2021-01-13
CUST_00194,Industri Kecil,I1,13900,1444,Semarang,532.03,2016-09-22
CUST_00195,Rumah Tangga,R1/900VA,900,1352,Bandung,92.74,2021-08-27
CUST_00196,Rumah Tangga,R1/900VA,900,1352,Makassar,76.9,2016-07-30
CUST_00197,Rumah Tangga,R2/5500VA,5500,1699,Makassar,348.49,2017-01-11
CUST_00198,Industri Menengah,I2,200000,1115,Semarang,5117.07,2022-04-21
CUST_00199,Rumah Tangga,R1/900VA,900,1352,Jakarta,117.45,2023-10-22
CUST_00200,Rumah Tangga,R1/1300VA,1300,1444,Surabaya,95.15,2017-05-19
CUST_00201,Bisnis Menengah,B2,41500,1699,Palembang,614.26,2023-04-15
CUST_00202,Sosial,S2,3500,1352,Bandung,187.56,2023-03-20
CUST_00203,Rumah Tangga,R1/2200VA,2200,1444,Surabaya,303.43,2021-12-02
CUST_00204,Rumah Tangga,R1/900VA,900,1352,Surabaya,115.53,2016-04-05
CUST_00205,Rumah Tangga,R1/900VA,900,1352,Bandung,52.45,2017-09-10
CUST_00206,Rumah Tangga,R1/1300VA,1300,1444,Bandung,186.15,2021-02-04
CUST_00207,Rumah Tangga,R1/900VA,900,1352,Surabaya,50.41,2023-12-27
CUST_00208,Bisnis Kecil,B1,5500,1444,Palembang,325.53,2022-04-29
CUST_00209,Rumah Tangga,R1/900VA,900,1352,Jakarta,129.87,2018-10-12
CUST_00210,Rumah Tangga,R1/2200VA,2200,1444,Surabaya,164.3,2017-02-11
CUST_00211,Bisnis Kecil,B1,5500,1444,Jakarta,219.28,2023-08-21
CUST_00212,Rumah Tangga,R2/5500VA,5500,1699,Makassar,440.26,2017-06-26
CUST_00213,Rumah Tangga,R1/900VA,900,1352,Surabaya,95.77,2018-01-29
CUST_00214,Industri Kecil,I1,13900,1444,Palembang,1139.61,2023-09-04
CUST_00215,Bisnis Menengah,B2,41500,1699,Makassar,2463.56,2020-01-20
CUST_00216,Bisnis Menengah,B2,41500,1699,Palembang,732.32,2017-05-19
CUST_00217,Rumah Tangga,R1/900VA,900,1352,Semarang,52.42,2015-01-18
CUST_00218,Rumah Tangga,R1/900VA,900,1352,Medan,111.17,2018-11-13
CUST_00219,Industri Besar,I3/I4,1000000,997,Palembang,8330.11,2023-11-14
CUST_00220,Rumah Tangga,R1/1300VA,1300,1444,Medan,202.73,2018-11-21
CUST_00221,Rumah Tangga,R1/1300VA,1300,1444,Denpasar,169.52,2021-04-16
CUST_00222,Rumah Tangga,R1/2200VA,2200,1444,Denpasar,145.72,2017-04-11
CUST_00223,Bisnis Kecil,B1,5500,1444,Makassar,524.64,2021-12-22
CUST_00224,Sosial,S2,3500,1352,Semarang,136.43,2021-12-23
CUST_00225,Rumah Tangga,R1/1300VA,1300,1444,Surabaya,133.52,2020-06-21
CUST_00226,Industri Besar,I3/I4,1000000,997,Palembang,12834.96,2021-12-10
CUST_00227,Rumah Tangga,R1/900VA,900,1352,Semarang,85.07,2020-03-16
CUST_00228,Rumah Tangga,R2/5500VA,5500,1699,Denpasar,558.77,2018-05-27
CUST_00229,Bisnis Kecil,B1,5500,1444,Surabaya,443.71,2021-08-20
CUST_00230,Rumah Tangga,R1/900VA,900,1352,Palembang,129.28,2022-07-06
CUST_00231,Rumah Tangga,R1/900VA,900,1352,Medan,129.95,2022-07-25
CUST_00232,Rumah Tangga,R1/1300VA,1300,1444,Bandung,147.47,2016-11-30
CUST_00233,Sosial,S2,3500,1352,Bandung,110.46,2021-01-31
CUST_00234,Rumah Tangga,R2/5500VA,5500,1699,Makassar,577.53,2015-01-15
CUST_00235,Industri Besar,I3/I4,1000000,997,Surabaya,19626.63,2020-02-23
CUST_00236,Industri Kecil,I1,13900,1444,Jakarta,586.49,2020-02-20
CUST_00237,Rumah Tangga,R1/2200VA,2200,1444,Medan,226.08,2018-04-09
CUST_00238,Industri Kecil,I1,13900,1444,Semarang,682.3,2023-12-10
CUST_00239,Rumah Tangga,R1/900VA,900,1352,Surabaya,44.63,2022-12-10
CUST_00240,Rumah Tangga,R1/900VA,900,1352,Denpasar,100.5,2015-05-07
CUST_00241,Industri Kecil,I1,13900,1444,Palembang,618.0,2016-11-17
CUST_00242,Industri Kecil,I1,13900,1444,Makassar,1008.72,2016-11-14
CUST_00243,Rumah Tangga,R1/1300VA,1300,1444,Denpasar,194.82,2023-01-27
CUST_00244,Rumah Tangga,R1/2200VA,2200,1444,Medan,308.88,2019-09-01
CUST_00245,Rumah Tangga,R2/5500VA,5500,1699,Bandung,437.5,2021-07-22
CUST_00246,Industri Menengah,I2,200000,1115,Jakarta,2743.42,2022-04-14
CUST_00247,Rumah Tangga,R2/5500VA,5500,1699,Denpasar,586.97,2021-11-26
CUST_00248,Rumah Tangga,R1/1300VA,1300,1444,Denpasar,190.21,2015-10-20
CUST_00249,Rumah Tangga,R1/1300VA,1300,1444,Semarang,143.69,2016-04-06
CUST_00250,Rumah Tangga,R1/2200VA,2200,1444,Jakarta,325.4,2018-07-22
CUST_00251,Bisnis Kecil,B1,5500,1444,Surabaya,214.76,2018-01-16
CUST_00252,Industri Menengah,I2,200000,1115,Jakarta,5419.53,2021-09-20
CUST_00253,Rumah Tangga,R1/2200VA,2200,1444,Jakarta,142.1,2016-05-28
CUST_00254,Rumah Tangga,R1/1300VA,1300,1444,Bandung,93.03,2018-05-05
CUST_00255,Rumah Tangga,R1/1300VA,1300,1444,Makassar,150.08,2017-02-16
CUST_00256,Bisnis Menengah,B2,41500,1699,Jakarta,728.29,2016-09-12
CUST_00257,Industri Kecil,I1,13900,1444,Denpasar,347.53,2016-07-21
CUST_00258,Rumah Tangga,R1/900VA,900,1352,Medan,40.05,2016-10-04
CUST_00259,Rumah Tangga,R1/900VA,900,1352,Surabaya,79.27,2020-01-28
CUST_00260,Rumah Tangga,R2/5500VA,5500,1699,Makassar,598.58,2018-09-09
CUST_00261,Rumah Tangga,R1/900VA,900,1352,Palembang,43.14,2018-11-30
CUST_00262,Industri Kecil,I1,13900,1444,Surabaya,887.03,2019-04-24
CUST_00263,Rumah Tangga,R1/1300VA,1300,1444,Jakarta,193.47,2021-08-31
CUST_00264,Rumah Tangga,R1/900VA,900,1352,Jakarta,55.12,2022-10-02
CUST_00265,Industri Besar,I3/I4,1000000,997,Palembang,6349.82,2019-09-26
CUST_00266,Rumah Tangga,R1/900VA,900,1352,Jakarta,117.47,2020-10-10
CUST_00267,Rumah Tangga,R1/1300VA,1300,1444,Semarang,193.47,2021-08-23
CUST_00268,Rumah Tangga,R1/900VA,900,1352,Medan,88.5,2021-03-17
CUST_00269,Rumah Tangga,R1/900VA,900,1352,Palembang,113.73,2016-03-17
CUST_00270,Rumah Tangga,R1/900VA,900,1352,Jakarta,48.35,2023-11-04
CUST_00271,Rumah Tangga,R1/900VA,900,1352,Denpasar,75.5,2016-06-25
CUST_00272,Rumah Tangga,R1/900VA,900,1352,Semarang,106.4,2018-09-14
CUST_00273,Rumah Tangga,R1/900VA,900,1352,Medan,63.17,2020-11-13
CUST_00274,Rumah Tangga,R2/5500VA,5500,1699,Bandung,588.55,2018-08-18
CUST_00275,Bisnis Kecil,B1,5500,1444,Denpasar,376.88,2017-03-09
CUST_00276,Rumah Tangga,R1/1300VA,1300,1444,Surabaya,182.54,2023-04-22
CUST_00277,Rumah Tangga,R1/1300VA,1300,1444,Medan,139.7,2015-08-23
CUST_00278,Rumah Tangga,R1/2200VA,2200,1444,Medan,204.62,2017-03-18
CUST_00279,Industri Menengah,I2,200000,1115,Bandung,2252.11,2023-12-06
CUST_00280,Industri Kecil,I1,13900,1444,Medan,487.54,2021-07-25
CUST_00281,Rumah Tangga,R1/900VA,900,1352,Bandung,107.63,2015-10-13
CUST_00282,Rumah Tangga,R1/900VA,900,1352,Jakarta,50.7,2021-10-14
CUST_00283,Rumah Tangga,R1/1300VA,1300,1444,Surabaya,82.9,2023-09-20
CUST_00284,Rumah Tangga,R1/1300VA,1300,1444,Jakarta,96.44,2015-11-18
CUST_00285,Rumah Tangga,R2/5500VA,5500,1699,Medan,328.91,2018-09-22
CUST_00286,Rumah Tangga,R1/1300VA,1300,1444,Palembang,193.47,2019-03-19
CUST_00287,Rumah Tangga,R1/900VA,900,1352,Bandung,75.87,2016-03-06
CUST_00288,Rumah Tangga,R1/1300VA,1300,1444,Jakarta,218.56,2016-10-20
CUST_00289,Rumah Tangga,R1/2200VA,2200,1444,Jakarta,151.56,2016-07-24
CUST_00290,Rumah Tangga,R1/900VA,900,1352,Makassar,98.82,2016-08-31
CUST_00291,Industri Kecil,I1,13900,1444,Surabaya,703.86,2018-08-18
CUST_00292,Rumah Tangga,R1/900VA,900,1352,Medan,75.36,2019-03-04
CUST_00293,Industri Besar,I3/I4,1000000,997,Jakarta,18001.35,2017-02-20
CUST_00294,Rumah Tangga,R1/900VA,900,1352,Surabaya,127.8,2017-08-08
CUST_00295,Industri Kecil,I1,13900,1444,Medan,1085.57,2016-09-23
CUST_00296,Industri Menengah,I2,200000,1115,Medan,2123.04,2022-02-28
CUST_00297,Sosial,S2,3500,1352,Makassar,150.66,2016-11-26
CUST_00298,Industri Kecil,I1,13900,1444,Palembang,890.47,2023-03-01
CUST_00299,Bisnis Menengah,B2,41500,1699,Medan,1149.26,2019-11-06
CUST_00300,Bisnis Kecil,B1,5500,1444,Palembang,480.63,2022-03-21
CUST_00301,Bisnis Menengah,B2,41500,1699,Makassar,1676.2,2020-09-21
CUST_00302,Rumah Tangga,R1/900VA,900,1352,Surabaya,89.58,2017-05-23
CUST_00303,Rumah Tangga,R1/2200VA,2200,1444,Bandung,310.57,2020-05-29
CUST_00304,Rumah Tangga,R1/2200VA,2200,1444,Surabaya,283.42,2017-06-19
CUST_00305,Industri Kecil,I1,13900,1444,Makassar,323.92,2016-01-25
CUST_00306,Rumah Tangga,R1/2200VA,2200,1444,Bandung,131.38,2017-04-16
CUST_00307,Rumah Tangga,R1/1300VA,1300,1444,Denpasar,160.23,2017-06-24
CUST_00308,Bisnis Kecil,B1,5500,1444,Medan,368.79,2016-03-19
CUST_00309,Rumah Tangga,R1/1300VA,1300,1444,Palembang,109.03,2015-03-19
CUST_00310,Rumah Tangga,R1/900VA,900,1352,Semarang,77.68,2023-06-28
CUST_00311,Rumah Tangga,R1/2200VA,2200,1444,Surabaya,294.32,2019-08-14
CUST_00312,Rumah Tangga,R1/1300VA,1300,1444,Bandung,193.99,2018-08-13
CUST_00313,Rumah Tangga,R1/1300VA,1300,1444,Semarang,154.18,2023-05-13
CUST_00314,Rumah Tangga,R1/1300VA,1300,1444,Surabaya,127.81,2017-01-08
CUST_00315,Rumah Tangga,R1/1300VA,1300,1444,Bandung,110.6,2018-08-16
